seed,epoch,development_loss,monitor_loss
43,47,0.51992121694635,0.4806147297430849
43,48,0.5188969156275249,0.48128578527405164
43,49,0.5182886313174394,0.48108649925949887
43,50,0.5179779608076461,0.4807938991937238
43,51,0.5172613106479035,0.4810625503006454
43,52,0.5172551769115631,0.48281081173656504
43,53,0.5174217177356722,0.481754179741288
43,54,0.5165460164362756,0.48297513037974565
43,55,0.5166826335047429,0.48217812891883993
43,56,0.5157674394634175,0.4824552339033206
43,57,0.5165463283607021,0.4818358118961558
43,58,0.5165425487306413,0.48225161529498994
43,59,0.5155829413152653,0.48234663534195454
43,60,0.51501062684737,0.4825958680945666
43,61,0.5146379657791579,0.48282431562750616
43,62,0.514347853712738,0.4826164338769349
44,1,0.6790888227679069,0.5742689619838244
44,2,0.5775887099853628,0.5007091652149818
44,3,0.5455460709540576,0.4929681899546242
44,4,0.5392482199979154,0.48879111959542915
44,5,0.5366544337097353,0.48727964357116377
44,6,0.5354667337438282,0.48628503105990967
44,7,0.5343361635626125,0.48549491933928
44,8,0.5335605330609263,0.4854897437220539
44,9,0.5331645622009878,0.4850505735751264
44,10,0.5327257255397144,0.484797915531799
44,11,0.5323978605117187,0.48475614782053394
44,12,0.5319404976773077,0.4847723100798947
44,13,0.531686786316912,0.4846341724497632
44,14,0.5314818103787429,0.48445746261793166
44,15,0.5310820822384689,0.48448711399131067
44,16,0.5307900298272048,0.4848209926522047
44,17,0.5303277632687248,0.4849408179807016
44,18,0.5297702373225206,0.48416557627753
44,19,0.5292749433117682,0.4840019972193378
44,20,0.5287331059009742,0.48372183119528994
44,21,0.5281520894217872,0.4843677194101147
44,22,0.5276870672393544,0.48351347584434157
44,23,0.5272168851855666,0.4833610016436667
44,24,0.5265567893536761,0.4836817539639982
44,25,0.5263011201573471,0.4825108586739828
44,26,0.525875789920916,0.4834419791808525
44,27,0.5254300510814437,0.48285977802579366
44,28,0.5250627240180984,0.4824932918681057
44,29,0.5246160348294387,0.48344817662229334
44,30,0.524061887773004,0.48275571006897156
44,31,0.5239778582476721,0.4823288335830042
44,32,0.5237339823211574,0.48322778768422686
44,33,0.5232412670800098,0.48349445942233343
44,34,0.5227653891501514,0.48276460060460075
44,35,0.5225045560012129,0.48209819167702234
44,36,0.5222355753085148,0.48206202146413063
44,37,0.5218364690736396,0.48212980173152437
44,38,0.5215557398105776,0.48169624090450847
44,39,0.5214446035667145,0.48178390869351195
44,40,0.5214619978720263,0.4824761491599142
44,41,0.5207794588347134,0.4816084992308907
44,42,0.5201849954003877,0.4818570928815898
44,43,0.519821400741162,0.481945756635193
44,44,0.5198483430434533,0.4816116215946877
44,45,0.5191519891550893,0.48090473424236235
44,46,0.5194503610969317,0.4810036583523424
44,47,0.5184005381409605,0.48092730377546833
44,48,0.51803732148361,0.4810014166931469
44,49,0.5179360816980952,0.4822352661075552
44,50,0.5178667252532647,0.48088688815264347
44,51,0.5170716817802117,0.48123175788874895
44,52,0.5171277422763081,0.48080534170392814
44,53,0.5164428858640032,0.4824798463460098
44,54,0.5181798316887667,0.4801789745430266
44,55,0.5163920153628047,0.48079089800069413
44,56,0.515796306562918,0.4810909899663512
44,57,0.516012538017077,0.4807847079477148
44,58,0.5152027221530041,0.48213255319455794
44,59,0.5164973055015741,0.4809091015619089
44,60,0.5152271931587172,0.48114077489710533
44,61,0.5145608813823663,0.48103506448530914
44,62,0.5140818577772628,0.480581016193616
44,63,0.5132676514554203,0.48157674953446783
44,64,0.5138623381926534,0.4816671318441978
44,65,0.5138161632715608,0.48216332835291925
44,66,0.5134660730937232,0.48109850624815587
44,67,0.5125836898095079,0.4819188449033093
44,68,0.5115710400826736,0.48258132464710346
44,69,0.5114812210067703,0.4825240005303142
45,1,0.6850626104814941,0.5439082061690461
45,2,0.5596636525321873,0.4985010171251532
45,3,0.5435530742385266,0.49208411325932105
45,4,0.5388428927655984,0.4893524845504316
45,5,0.5365577639571741,0.48784006132541197
45,6,0.5352862241470816,0.4870809685823706
45,7,0.5343632005111316,0.48650970678329325
45,8,0.5337177680424706,0.48606201478496147
45,9,0.5332836092758683,0.48621941708940486
45,10,0.5327917407977902,0.4855995059660939
45,11,0.5322561951261772,0.485788469561194
45,12,0.5318084181861059,0.4853212284327856
45,13,0.5313408986648064,0.4849766468466756
45,14,0.531011769225397,0.4848106872262132
45,15,0.5306274585086485,0.4848714092964104
45,16,0.530298299723078,0.48455972261824376
45,17,0.530079135596273,0.484746354414919
45,18,0.5296153018361881,0.48442468444767883
45,19,0.5291967630010568,0.4847603799312365
45,20,0.5288949488128324,0.48431929173972377
45,21,0.5285341101662503,0.48372144995068056
45,22,0.5282122284512267,0.483927083392441
45,23,0.5277552337070736,0.4838496508390455
45,24,0.5274849151403864,0.4831875575117837
45,25,0.5271779577945145,0.48364239636884904
45,26,0.52697463126607,0.48397427497323603
45,27,0.5266513578433714,0.48306650200446005
45,28,0.5260006644437281,0.4829082862304141
45,29,0.5257892100004129,0.4833031987545773
45,30,0.5254408776770539,0.48303422403304547
45,31,0.5253580453196146,0.48272917145438965
45,32,0.5250426751484613,0.4829760118231933
45,33,0.5245108741247303,0.48214502565628453
45,34,0.5243332571654696,0.4826497632264099
45,35,0.5242358224692679,0.4821417045428753
45,36,0.5234030985254872,0.4823039278183966
45,37,0.5232599182172634,0.4819383356645407
45,38,0.522866487063497,0.48227654544152027
45,39,0.5227145415817144,0.4822040853226618
45,40,0.5225149861321315,0.4818562653739105
45,41,0.5219833565210761,0.4819209964232754
45,42,0.5219950153038481,0.48311784959480497
45,43,0.5214442679321446,0.481818599736427
45,44,0.5209920109410573,0.4815941368007324
45,45,0.5204360772670193,0.4822274779303702
45,46,0.5219695923941841,0.48119016011209653
45,47,0.5206853458907228,0.48090395845391304
45,48,0.5198853685700578,0.48090393924391334
45,49,0.5196652636169918,0.4809928172628978
45,50,0.5194764185444478,0.48135625420255684
45,51,0.5189640233013028,0.48176859758490703
45,52,0.519093375737331,0.48198066046579696
45,53,0.5184695470961496,0.48111350851907336
45,54,0.5182131621255757,0.48073983782149854
45,55,0.5182705826510409,0.48109331437631453
45,56,0.5173357146324266,0.4813494132261262
45,57,0.5175108923621061,0.4811597292560375
45,58,0.517380806855089,0.48154848866952843
45,59,0.5169942807947031,0.48067815894554716
45,60,0.5164726073060452,0.481867261621045
45,61,0.5163172802136569,0.48167577043329246
45,62,0.5165783803932258,0.48161989297724966
45,63,0.5156662136707743,0.4815994949129557
45,64,0.5150578757213481,0.4819217707340324
45,65,0.5149545000794795,0.48158111907055284
45,66,0.5144542234404105,0.48320736745454856
45,67,0.5150796822511184,0.4816682992211025
45,68,0.5142030834644932,0.4823079271925643
45,69,0.5139704515875877,0.48159045217502117
45,70,0.5130765760746401,0.48178995688803206
45,71,0.5139507156141042,0.4819253260616687
45,72,0.5131980709303008,0.4824169941823846
45,73,0.5133909403138109,0.4839735996678621
45,74,0.5147469410961057,0.4827201124618401
