candidate_id,detector_id,policy_id,engine,onset_cycle,max_cycle,first_detection_end_cycle,detected,missed,false_event_count,healthy_false_alert,crossing_event_count,total_event_count,first_alert_delay,lead_cycles
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,157,166,237,222.0,True,False,0,False,0,1,56.0,15.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,163,143,203,203.0,True,False,0,False,0,1,60.0,0.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,165,116,165,135.0,True,False,0,False,0,2,19.0,30.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,166,143,204,156.0,True,False,1,True,0,3,13.0,48.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,167,163,232,210.0,True,False,0,False,0,1,47.0,22.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,172,122,174,150.0,True,False,0,False,0,1,28.0,24.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,175,142,202,171.0,True,False,0,False,0,1,29.0,31.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,178,104,148,139.0,True,False,0,False,0,1,35.0,9.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,180,208,297,238.0,True,False,0,False,0,1,30.0,59.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,198,144,205,203.0,True,False,1,True,0,2,59.0,2.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,199,154,219,201.0,True,False,0,False,0,1,47.0,18.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,201,134,191,172.0,True,False,0,False,0,1,38.0,19.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,210,129,184,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,212,105,149,143.0,True,False,0,False,0,1,38.0,6.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,215,159,226,190.0,True,False,0,False,0,1,31.0,36.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,218,166,237,207.0,True,False,0,False,0,1,41.0,30.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,227,129,184,176.0,True,False,0,False,0,1,47.0,8.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,236,168,239,221.0,True,False,0,False,0,1,53.0,18.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,239,185,263,248.0,True,False,0,False,0,1,63.0,15.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,253,105,149,146.0,True,False,0,False,0,1,41.0,3.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,255,238,340,308.0,True,False,0,False,0,1,70.0,32.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,256,115,163,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_endpoint,259,144,205,200.0,True,False,0,False,0,1,56.0,5.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,5,124,154,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,7,140,174,148.0,True,False,0,False,0,1,8.0,26.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,8,121,151,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,14,155,193,179.0,True,False,0,False,0,1,24.0,14.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,17,145,180,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,24,153,191,169.0,True,False,0,False,0,1,16.0,22.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,26,150,187,179.0,True,False,0,False,0,1,29.0,8.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,27,141,176,160.0,True,False,0,False,0,1,19.0,16.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,30,133,166,135.0,True,False,0,False,0,1,2.0,31.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,32,225,281,242.0,True,False,2,True,0,3,17.0,39.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,41,210,262,243.0,True,False,0,False,0,1,33.0,19.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,42,177,221,,False,True,2,True,1,2,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,46,161,201,188.0,True,False,0,False,0,1,27.0,13.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,52,140,174,146.0,True,False,0,False,0,1,6.0,28.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,66,137,170,146.0,True,False,0,False,0,1,9.0,24.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,73,192,239,225.0,True,False,0,False,0,1,33.0,14.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,81,231,288,242.0,True,False,0,False,0,1,11.0,46.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,94,245,306,268.0,True,False,0,False,0,1,23.0,38.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,102,132,164,151.0,True,False,0,False,0,1,19.0,13.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,106,218,272,252.0,True,False,1,True,1,2,34.0,20.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,109,177,220,209.0,True,False,1,True,1,2,32.0,11.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,114,163,203,,False,True,1,True,1,1,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,120,104,129,122.0,True,False,0,False,0,1,18.0,7.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,125,135,168,156.0,True,False,0,False,0,1,21.0,12.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,126,160,199,190.0,True,False,0,False,0,1,30.0,9.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,128,243,303,264.0,True,False,0,False,0,2,21.0,39.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,134,198,247,210.0,True,False,0,False,0,2,12.0,37.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,140,172,214,208.0,True,False,0,False,0,1,36.0,6.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,144,180,224,199.0,True,False,1,True,1,2,19.0,25.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,157,190,237,222.0,True,False,0,False,0,1,32.0,15.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,163,163,203,203.0,True,False,0,False,0,1,40.0,0.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,165,133,165,135.0,True,False,0,False,0,2,2.0,30.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,166,164,204,191.0,True,False,2,True,1,3,27.0,13.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,167,186,232,210.0,True,False,0,False,0,1,24.0,22.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,172,140,174,150.0,True,False,0,False,0,1,10.0,24.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,175,162,202,171.0,True,False,0,False,0,1,9.0,31.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,178,119,148,139.0,True,False,0,False,0,1,20.0,9.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,180,238,297,238.0,True,False,0,False,0,1,0.0,59.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,198,165,205,203.0,True,False,1,True,0,2,38.0,2.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,199,176,219,201.0,True,False,0,False,0,1,25.0,18.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,201,153,191,172.0,True,False,0,False,0,1,19.0,19.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,210,148,184,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,212,120,149,143.0,True,False,0,False,0,1,23.0,6.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,215,181,226,190.0,True,False,0,False,0,1,9.0,36.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,218,190,237,207.0,True,False,0,False,0,1,17.0,30.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,227,148,184,176.0,True,False,0,False,0,1,28.0,8.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,236,192,239,221.0,True,False,0,False,0,1,29.0,18.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,239,211,263,248.0,True,False,0,False,0,1,37.0,15.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,253,120,149,146.0,True,False,0,False,0,1,26.0,3.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,255,273,340,308.0,True,False,0,False,0,1,35.0,32.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,256,131,163,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_20pct_full_window,259,165,205,200.0,True,False,0,False,0,1,35.0,5.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,5,108,154,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,7,122,174,148.0,True,False,0,False,0,1,26.0,26.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,8,106,151,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,14,136,193,179.0,True,False,0,False,0,1,43.0,14.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,17,126,180,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,24,134,191,169.0,True,False,0,False,0,1,35.0,22.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,26,131,187,179.0,True,False,0,False,0,1,48.0,8.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,27,124,176,160.0,True,False,0,False,0,1,36.0,16.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,30,117,166,135.0,True,False,0,False,0,1,18.0,31.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,32,197,281,206.0,True,False,1,True,0,3,9.0,75.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,41,184,262,243.0,True,False,0,False,0,1,59.0,19.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,42,155,221,173.0,True,False,1,True,1,2,18.0,48.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,46,141,201,188.0,True,False,0,False,0,1,47.0,13.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,52,122,174,146.0,True,False,0,False,0,1,24.0,28.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,66,119,170,146.0,True,False,0,False,0,1,27.0,24.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,73,168,239,225.0,True,False,0,False,0,1,57.0,14.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,81,202,288,242.0,True,False,0,False,0,1,40.0,46.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,94,215,306,268.0,True,False,0,False,0,1,53.0,38.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,102,115,164,151.0,True,False,0,False,0,1,36.0,13.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,106,191,272,207.0,True,False,0,False,0,2,16.0,65.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,109,155,220,175.0,True,False,0,False,0,2,20.0,45.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,114,143,203,158.0,True,False,0,False,0,1,15.0,45.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,120,91,129,122.0,True,False,0,False,0,1,31.0,7.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,125,118,168,156.0,True,False,0,False,0,1,38.0,12.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,126,140,199,190.0,True,False,0,False,0,1,50.0,9.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,128,213,303,264.0,True,False,0,False,0,2,51.0,39.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,134,173,247,210.0,True,False,0,False,0,2,37.0,37.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,140,150,214,208.0,True,False,0,False,0,1,58.0,6.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,144,157,224,170.0,True,False,0,False,0,2,13.0,54.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,157,166,237,222.0,True,False,0,False,0,1,56.0,15.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,163,143,203,203.0,True,False,0,False,0,1,60.0,0.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,165,116,165,135.0,True,False,0,False,0,2,19.0,30.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,166,143,204,156.0,True,False,1,True,0,3,13.0,48.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,167,163,232,210.0,True,False,0,False,0,1,47.0,22.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,172,122,174,150.0,True,False,0,False,0,1,28.0,24.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,175,142,202,171.0,True,False,0,False,0,1,29.0,31.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,178,104,148,139.0,True,False,0,False,0,1,35.0,9.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,180,208,297,238.0,True,False,0,False,0,1,30.0,59.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,198,144,205,203.0,True,False,1,True,0,2,59.0,2.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,199,154,219,201.0,True,False,0,False,0,1,47.0,18.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,201,134,191,172.0,True,False,0,False,0,1,38.0,19.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,210,129,184,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,212,105,149,143.0,True,False,0,False,0,1,38.0,6.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,215,159,226,190.0,True,False,0,False,0,1,31.0,36.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,218,166,237,207.0,True,False,0,False,0,1,41.0,30.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,227,129,184,176.0,True,False,0,False,0,1,47.0,8.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,236,168,239,221.0,True,False,0,False,0,1,53.0,18.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,239,185,263,248.0,True,False,0,False,0,1,63.0,15.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,253,105,149,146.0,True,False,0,False,0,1,41.0,3.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,255,238,340,308.0,True,False,0,False,0,1,70.0,32.0
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,256,115,163,,False,True,0,False,0,0,,
pca_reconstruction__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,pca_reconstruction,normalized_life_last_30pct_full_window,259,144,205,200.0,True,False,0,False,0,1,56.0,5.0
