candidate_id,detector_id,threshold_context,threshold_rule_id,ewma_id,ewma_alpha,persistence,minimum_engine_detection_coverage,mean_engine_detection_coverage,worst_false_positive_alerted_endpoints_per_1000,worst_false_alert_events_per_1000,worst_percent_engines_with_healthy_false_alert,median_policy_median_detection_delay,median_policy_median_lead_cycles,feasible
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_1,one_class_svm,global,mean_plus_2.0_std,alpha_0.50,0.5,1,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_3,one_class_svm,global,mean_plus_2.0_std,alpha_0.50,0.5,3,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_5,one_class_svm,global,mean_plus_2.0_std,alpha_0.50,0.5,5,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.50__persistence_8,one_class_svm,global,mean_plus_2.0_std,alpha_0.50,0.5,8,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_1,one_class_svm,global,mean_plus_2.0_std,alpha_0.80,0.8,1,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_3,one_class_svm,global,mean_plus_2.0_std,alpha_0.80,0.8,3,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_5,one_class_svm,global,mean_plus_2.0_std,alpha_0.80,0.8,5,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__global__mean_plus_2.0_std__ewma_alpha_0.80__persistence_8,one_class_svm,global,mean_plus_2.0_std,alpha_0.80,0.8,8,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__per_mode__quantile_0.900__ewma_off__persistence_1,one_class_svm,per_mode,quantile_0.900,off,,1,0.0,14.102564102564102,449.7758390888162,68.64197530864197,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_off__persistence_3,one_class_svm,per_mode,quantile_0.900,off,,3,0.0,17.30769230769231,368.35090270204773,18.270571827057182,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_off__persistence_5,one_class_svm,per_mode,quantile_0.900,off,,5,0.0,17.94871794871795,339.1494002181025,12.691771269177126,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_off__persistence_8,one_class_svm,per_mode,quantile_0.900,off,,8,0.0,25.0,306.6763601114746,9.344490934449093,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,quantile_0.900,alpha_0.20,0.2,1,0.0,19.871794871794872,374.4093057070156,20.2231520223152,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,quantile_0.900,alpha_0.20,0.2,3,0.0,21.794871794871796,343.02677814128197,12.133891213389122,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,quantile_0.900,alpha_0.20,0.2,5,0.0,24.35897435897436,321.0953592632982,10.0418410041841,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,quantile_0.900,alpha_0.20,0.2,8,0.0,26.923076923076923,293.10553738034656,8.602932267054404,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,quantile_0.900,alpha_0.50,0.5,1,0.0,14.743589743589745,408.0940264146371,27.754532775453278,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,quantile_0.900,alpha_0.50,0.5,3,0.0,17.30769230769231,366.8968859808555,14.644351464435147,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,quantile_0.900,alpha_0.50,0.5,5,0.0,19.871794871794872,342.0574336604871,11.715481171548117,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,quantile_0.900,alpha_0.50,0.5,8,0.0,25.0,311.0384102750515,9.344490934449093,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,quantile_0.900,alpha_0.80,0.8,1,0.0,15.384615384615385,429.5407730522234,43.93305439330544,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,quantile_0.900,alpha_0.80,0.8,3,0.0,17.30769230769231,369.80491942324005,17.433751743375176,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,quantile_0.900,alpha_0.80,0.8,5,0.0,17.94871794871795,341.4515933599903,12.691771269177126,100.0,,,False
one_class_svm__per_mode__quantile_0.900__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,quantile_0.900,alpha_0.80,0.8,8,0.0,25.0,309.09972131346177,9.344490934449093,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_off__persistence_1,one_class_svm,per_mode,quantile_0.950,off,,1,0.0,17.94871794871795,402.3991275899673,54.97942386831276,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_off__persistence_3,one_class_svm,per_mode,quantile_0.950,off,,3,0.0,20.512820512820515,332.4851569126378,17.15481171548117,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_off__persistence_5,one_class_svm,per_mode,quantile_0.950,off,,5,0.0,21.794871794871796,304.1318308493881,12.273361227336123,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_off__persistence_8,one_class_svm,per_mode,quantile_0.950,off,,8,0.0,28.846153846153843,273.1128074639525,8.647140864714087,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,quantile_0.950,alpha_0.20,0.2,1,0.0,23.076923076923077,313.21943535683994,19.525801952580196,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,quantile_0.950,alpha_0.20,0.2,3,0.0,26.923076923076923,283.1697564521992,10.056948988246699,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,quantile_0.950,alpha_0.20,0.2,5,1.9230769230769231,31.41025641025641,264.5098751968981,8.36059614685569,98.07692307692308,5.0,27.0,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,quantile_0.950,alpha_0.20,0.2,8,3.8461538461538463,33.333333333333336,240.76093541742398,7.3912516660608265,96.15384615384616,7.5,24.5,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,quantile_0.950,alpha_0.50,0.5,1,0.0,18.589743589743588,359.38446625469527,22.175732217573223,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,quantile_0.950,alpha_0.50,0.5,3,0.0,20.51282051282051,325.4574094268751,13.528591352859136,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,quantile_0.950,alpha_0.50,0.5,5,0.0,26.28205128205128,302.5566460680964,10.320781032078104,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,quantile_0.950,alpha_0.50,0.5,8,1.9230769230769231,30.76923076923077,274.5668241851448,8.23942808675633,98.07692307692308,3.0,29.0,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,quantile_0.950,alpha_0.80,0.8,1,0.0,17.94871794871795,380.8312128922816,32.775453277545324,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,quantile_0.950,alpha_0.80,0.8,3,0.0,20.51282051282051,333.09099721313464,15.899581589958158,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,quantile_0.950,alpha_0.80,0.8,5,0.0,21.794871794871796,306.31285593117656,11.99442119944212,100.0,,,False
one_class_svm__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,quantile_0.950,alpha_0.80,0.8,8,0.0,29.487179487179485,275.53616866593967,8.724100327153762,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_off__persistence_1,one_class_svm,per_mode,quantile_0.975,off,,1,0.0,28.205128205128204,329.4559554101539,48.81450488145049,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_off__persistence_3,one_class_svm,per_mode,quantile_0.975,off,,3,0.0,28.205128205128204,262.08651399491094,16.875871687587168,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_off__persistence_5,one_class_svm,per_mode,quantile_0.975,off,,5,1.9230769230769231,32.05128205128205,234.339028232158,10.739191073919107,98.07692307692308,5.0,29.0,False
one_class_svm__per_mode__quantile_0.975__ewma_off__persistence_8,one_class_svm,per_mode,quantile_0.975,off,,8,3.8461538461538463,37.82051282051282,206.228038289107,7.633587786259542,96.15384615384616,4.0,27.0,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,quantile_0.975,alpha_0.20,0.2,1,1.9230769230769231,33.97435897435897,243.3054646795105,18.29637707500303,100.0,5.0,27.5,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,quantile_0.975,alpha_0.20,0.2,3,1.9230769230769231,39.743589743589745,211.55943293347875,10.905125408942203,98.07692307692308,6.0,29.0,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,quantile_0.975,alpha_0.20,0.2,5,5.769230769230769,44.87179487179487,191.2031988367866,8.23942808675633,94.23076923076923,7.5,30.0,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,quantile_0.975,alpha_0.20,0.2,8,13.461538461538462,51.28205128205129,168.302435478008,6.543075245365322,86.53846153846153,10.0,30.0,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,quantile_0.975,alpha_0.50,0.5,1,0.0,28.846153846153843,292.257360959651,24.825662482566248,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,quantile_0.975,alpha_0.50,0.5,3,0.0,30.128205128205128,252.7565733672604,12.133891213389122,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,quantile_0.975,alpha_0.50,0.5,5,1.9230769230769231,32.69230769230769,229.85581000848177,9.693444807948625,98.07692307692308,5.0,28.0,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,quantile_0.975,alpha_0.50,0.5,8,3.8461538461538463,37.82051282051282,203.07766872652368,7.512419726160184,96.15384615384616,8.0,25.5,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,quantile_0.975,alpha_0.80,0.8,1,0.0,27.564102564102566,311.6442505755483,33.47280334728033,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,quantile_0.975,alpha_0.80,0.8,3,0.0,27.564102564102566,261.9653459348116,14.08647140864714,100.0,,,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,quantile_0.975,alpha_0.80,0.8,5,1.9230769230769231,31.41025641025641,237.12589361444324,9.814612868047982,98.07692307692308,4.5,29.0,False
one_class_svm__per_mode__quantile_0.975__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,quantile_0.975,alpha_0.80,0.8,8,3.8461538461538463,36.53846153846154,210.5900884526839,7.3912516660608265,96.15384615384616,5.5,26.5,False
one_class_svm__per_mode__quantile_0.990__ewma_off__persistence_1,one_class_svm,per_mode,quantile_0.990,off,,1,0.0,50.0,226.46310432569973,49.678904640736704,100.0,,,False
one_class_svm__per_mode__quantile_0.990__ewma_off__persistence_3,one_class_svm,per_mode,quantile_0.990,off,,3,7.6923076923076925,53.84615384615385,151.82357930449533,17.327032594208166,100.0,3.0,36.0,False
one_class_svm__per_mode__quantile_0.990__ewma_off__persistence_5,one_class_svm,per_mode,quantile_0.990,off,,5,17.307692307692307,59.61538461538462,121.1680600993578,10.783957348842845,94.23076923076923,7.0,32.0,False
one_class_svm__per_mode__quantile_0.990__ewma_off__persistence_8,one_class_svm,per_mode,quantile_0.990,off,,8,21.153846153846153,64.74358974358974,94.02641463710167,6.543075245365322,84.61538461538461,12.0,27.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,quantile_0.990,alpha_0.20,0.2,1,25.0,64.74358974358974,165.39440203562341,32.47304010662789,96.15384615384616,4.0,33.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,quantile_0.990,alpha_0.20,0.2,3,28.846153846153847,67.94871794871796,112.80746395250212,14.297831091724222,90.38461538461539,6.5,32.5,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,quantile_0.990,alpha_0.20,0.2,5,30.76923076923077,71.15384615384615,86.9986671513389,8.966436447352478,80.76923076923077,7.0,31.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,quantile_0.990,alpha_0.20,0.2,8,38.46153846153846,75.0,64.70374409305707,5.452562704471101,69.23076923076923,16.0,25.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,quantile_0.990,alpha_0.50,0.5,1,11.538461538461538,56.41025641025641,200.89664364473524,38.89494729189386,100.0,2.5,34.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,quantile_0.990,alpha_0.50,0.5,3,15.384615384615385,58.97435897435897,137.16224403247304,17.69053677450624,96.15384615384616,4.0,32.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,quantile_0.990,alpha_0.50,0.5,5,25.0,66.02564102564104,105.90088452683872,10.299285108445414,86.53846153846153,7.0,30.5,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,quantile_0.990,alpha_0.50,0.5,8,32.69230769230769,70.51282051282051,80.21325578577488,6.05840300496789,78.84615384615384,12.0,27.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,quantile_0.990,alpha_0.80,0.8,1,0.0,50.641025641025635,213.1346177147704,39.37961953229129,100.0,,,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,quantile_0.990,alpha_0.80,0.8,3,9.615384615384615,55.12820512820513,149.8848903429056,16.842360353810736,98.07692307692308,5.5,32.5,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,quantile_0.990,alpha_0.80,0.8,5,17.307692307692307,60.256410256410255,120.19871561856294,10.662789288743488,90.38461538461539,7.0,34.0,False
one_class_svm__per_mode__quantile_0.990__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,quantile_0.990,alpha_0.80,0.8,8,21.153846153846153,64.74358974358974,93.05707015630679,6.664243305464679,84.61538461538461,11.0,27.0,False
one_class_svm__per_mode__quantile_0.995__ewma_off__persistence_1,one_class_svm,per_mode,quantile_0.995,off,,1,11.538461538461538,60.256410256410255,174.11850236277718,46.04386283775597,100.0,2.5,35.0,False
one_class_svm__per_mode__quantile_0.995__ewma_off__persistence_3,one_class_svm,per_mode,quantile_0.995,off,,3,15.384615384615385,64.74358974358974,107.9607415485278,12.601478250333212,94.23076923076923,5.0,33.0,False
one_class_svm__per_mode__quantile_0.995__ewma_off__persistence_5,one_class_svm,per_mode,quantile_0.995,off,,5,21.153846153846153,67.3076923076923,86.39282685084211,6.906579425663395,84.61538461538461,10.0,30.0,False
one_class_svm__per_mode__quantile_0.995__ewma_off__persistence_8,one_class_svm,per_mode,quantile_0.995,off,,8,32.69230769230769,72.43589743589745,68.70229007633588,4.604386283775597,69.23076923076923,16.0,24.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,quantile_0.995,alpha_0.20,0.2,1,28.846153846153847,68.58974358974359,121.04689203925845,29.80734278444202,96.15384615384616,4.0,35.5,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,quantile_0.995,alpha_0.20,0.2,3,34.61538461538461,72.43589743589745,76.33587786259542,9.087604507451836,71.15384615384616,14.0,26.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,quantile_0.995,alpha_0.20,0.2,5,40.38461538461539,76.92307692307692,60.22052586938083,5.694898824669817,65.38461538461539,16.0,24.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,quantile_0.995,alpha_0.20,0.2,8,46.15384615384615,78.84615384615385,45.80152671755725,3.9985459832788077,55.76923076923077,20.0,21.0,True
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,quantile_0.995,alpha_0.50,0.5,1,19.23076923076923,60.89743589743589,153.39876408578698,35.50224160911184,98.07692307692308,1.0,34.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,quantile_0.995,alpha_0.50,0.5,3,21.153846153846153,63.461538461538474,100.08481764206955,10.299285108445414,90.38461538461539,8.0,32.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,quantile_0.995,alpha_0.50,0.5,5,26.923076923076923,69.23076923076923,82.03077668726523,6.179571065067249,78.84615384615384,12.0,26.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,quantile_0.995,alpha_0.50,0.5,8,36.53846153846154,74.35897435897435,66.52126499454744,4.362050163576881,65.38461538461539,18.0,24.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,quantile_0.995,alpha_0.80,0.8,1,11.538461538461538,58.97435897435897,160.66884769174845,37.198594450502846,100.0,2.0,34.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,quantile_0.995,alpha_0.80,0.8,3,17.307692307692307,64.1025641025641,105.29504422634194,10.662789288743488,90.38461538461539,7.0,32.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,quantile_0.995,alpha_0.80,0.8,5,25.0,68.58974358974359,86.75633103114019,5.937234944868533,80.76923076923077,11.0,26.0,False
one_class_svm__per_mode__quantile_0.995__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,quantile_0.995,alpha_0.80,0.8,8,32.69230769230769,72.43589743589745,70.88331515812432,4.604386283775597,69.23076923076923,15.0,26.0,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_off__persistence_1,one_class_svm,per_mode,mean_plus_1.0_std,off,,1,0.0,11.538461538461538,534.1088089179692,89.7119341563786,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_off__persistence_3,one_class_svm,per_mode,mean_plus_1.0_std,off,,3,0.0,12.82051282051282,431.1159578335151,24.526748971193417,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_off__persistence_5,one_class_svm,per_mode,mean_plus_1.0_std,off,,5,0.0,15.384615384615385,392.0998424815219,16.178521617852162,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_off__persistence_8,one_class_svm,per_mode,mean_plus_1.0_std,off,,8,0.0,21.794871794871796,354.0530716103235,11.01813110181311,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.20,0.2,1,0.0,12.82051282051282,472.4342663273961,26.502057613168724,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.20,0.2,3,0.0,14.743589743589745,434.2663273960984,13.668061366806137,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.20,0.2,5,0.0,17.30769230769231,410.88089179692236,11.576011157601116,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.20,0.2,8,0.0,19.871794871794872,380.22537259178483,10.0418410041841,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.50,0.5,1,0.0,10.256410256410257,501.27226463104324,40.16460905349794,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.50,0.5,3,0.0,10.897435897435898,447.83715012722644,19.588477366255145,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.50,0.5,5,0.0,14.743589743589743,417.0604628619896,14.644351464435147,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.50,0.5,8,0.0,17.94871794871795,382.0428934932752,11.157601115760112,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.80,0.8,1,0.0,11.538461538461538,522.1131709681327,66.0082304526749,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.80,0.8,3,0.0,12.82051282051282,441.4152429419605,23.374485596707817,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.80,0.8,5,0.0,15.384615384615385,405.06482491215314,15.760111576011157,100.0,,,False
one_class_svm__per_mode__mean_plus_1.0_std__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,mean_plus_1.0_std,alpha_0.80,0.8,8,0.0,19.23076923076923,367.86623046165033,10.878661087866108,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_off__persistence_1,one_class_svm,per_mode,mean_plus_1.5_std,off,,1,0.0,21.794871794871796,402.3991275899673,67.48971193415638,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_off__persistence_3,one_class_svm,per_mode,mean_plus_1.5_std,off,,3,0.0,24.35897435897436,314.79462013813156,20.92050209205021,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_off__persistence_5,one_class_svm,per_mode,mean_plus_1.5_std,off,,5,1.9230769230769231,26.28205128205128,279.4135465891191,14.225941422594142,100.0,4.5,31.0,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_off__persistence_8,one_class_svm,per_mode,mean_plus_1.5_std,off,,8,1.9230769230769231,32.05128205128205,242.9419604992124,9.45110868774991,98.07692307692308,4.5,27.0,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.20__persistence_1,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.20,0.2,1,0.0,29.487179487179485,324.73040106627894,36.68061366806137,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.20__persistence_3,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.20,0.2,3,0.0,32.05128205128205,266.5697322185872,17.99163179916318,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.20__persistence_5,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.20,0.2,5,3.8461538461538463,37.17948717948718,234.21786017205864,12.601478250333212,98.07692307692308,4.5,29.5,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.20__persistence_8,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.20,0.2,8,3.8461538461538463,41.02564102564102,201.13897976493396,8.36059614685569,96.15384615384616,5.0,30.0,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_1,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.50,0.5,1,0.0,24.35897435897436,362.65600387737794,38.49372384937239,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_3,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.50,0.5,3,0.0,26.28205128205128,303.404822488792,19.804741980474198,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_5,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.50,0.5,5,1.9230769230769231,28.84615384615385,268.9930934205743,12.964982430631286,100.0,4.0,30.0,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.50__persistence_8,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.50,0.5,8,1.9230769230769231,32.692307692307686,235.5507088331516,8.481764206955047,98.07692307692308,7.0,26.0,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_1,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.80,0.8,1,0.0,23.076923076923077,383.7392463346662,51.18549511854951,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_3,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.80,0.8,3,0.0,25.64102564102564,311.2807463952502,21.05997210599721,100.0,,,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_5,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.80,0.8,5,1.9230769230769231,28.205128205128204,275.8996728462377,13.249651324965132,100.0,4.5,30.0,False
one_class_svm__per_mode__mean_plus_1.5_std__ewma_alpha_0.80__persistence_8,one_class_svm,per_mode,mean_plus_1.5_std,alpha_0.80,0.8,8,1.9230769230769231,32.69230769230769,241.12443959772204,9.087604507451836,98.07692307692308,5.0,27.0,False
one_class_svm__per_mode__mean_plus_2.0_std__ewma_off__persistence_1,one_class_svm,per_mode,mean_plus_2.0_std,off,,1,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__per_mode__mean_plus_2.0_std__ewma_off__persistence_3,one_class_svm,per_mode,mean_plus_2.0_std,off,,3,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__per_mode__mean_plus_2.0_std__ewma_off__persistence_5,one_class_svm,per_mode,mean_plus_2.0_std,off,,5,0.0,0.0,0.0,0.0,0.0,,,True
one_class_svm__per_mode__mean_plus_2.0_std__ewma_off__persistence_8,one_class_svm,per_mode,mean_plus_2.0_std,off,,8,0.0,0.0,0.0,0.0,0.0,,,True
