candidate_id,detector_id,threshold_context,threshold_rule_id,threshold_kind,threshold_value,ewma_id,ewma_alpha,persistence,policy_id,selection_policy,evaluated_endpoints,healthy_evaluated_endpoints,anomalous_evaluated_endpoints,ambiguous_excluded_endpoints,tp,fp,tn,fn,precision,recall,f1,specificity,false_positive_alerted_endpoints_per_1000_healthy_endpoints,false_alert_event_count,false_alert_events_per_1000_healthy_endpoints,validation_engine_count,engines_with_healthy_false_alert,percent_engines_with_healthy_false_alert,total_event_count,median_event_duration_endpoints,event_fragmentation_per_engine,events_crossing_proxy_onset,detected_engine_count,missed_engine_count,engine_detection_coverage,missed_engine_rate,median_first_alert_delay,first_alert_delay_q1,first_alert_delay_q3,median_lead_cycles,lead_cycles_q1,lead_cycles_q3
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_3,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,3,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,3144,1808,4267,146,0.6348949919224556,0.9556231003039514,0.762921620965785,0.7023868312757202,297.61316872427983,206,33.90946502057613,52,52,100.0,240,5.0,4.615384615384615,31,25,27,48.07692307692308,51.92307692307692,4.0,2.0,7.0,51.0,45.0,62.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_3,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,3,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,2775,4395,0,0.19913419913419914,1.0,0.33212996389891697,0.6129707112970711,387.02928870292885,234,32.63598326359833,52,52,100.0,240,5.0,4.615384615384615,49,5,47,9.615384615384615,90.38461538461539,2.0,1.0,8.0,37.0,32.0,38.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_3,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,3,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1771,1808,4267,11,0.4948309583682593,0.9938271604938271,0.6606976310389853,0.7023868312757202,297.61316872427983,206,33.90946502057613,52,52,100.0,240,5.0,4.615384615384615,31,25,27,48.07692307692308,51.92307692307692,4.0,2.0,7.0,51.0,45.0,62.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_5,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,5,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,3409,4844,0,0.24596328245963284,1.0,0.3948162613172377,0.5869380831212893,413.06191687871075,160,19.38688961589725,52,52,100.0,160,10.0,3.076923076923077,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_5,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,5,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2165,2356,4814,30,0.47887635478876356,0.9863325740318907,0.6447290053603335,0.6714086471408647,328.59135285913527,154,21.478382147838214,52,51,98.07692307692308,160,10.0,3.076923076923077,49,5,47,9.615384615384615,90.38461538461539,4.0,3.0,10.0,35.0,30.0,36.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_5,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,5,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,3077,1444,4631,213,0.6806016368060164,0.935258358662614,0.7878632697477915,0.7623045267489712,237.6954732510288,128,21.069958847736626,52,49,94.23076923076923,160,10.0,3.076923076923077,30,26,26,50.0,50.0,6.5,4.0,10.5,49.5,43.0,66.75
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_5,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,5,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,2356,4814,0,0.22652659225213395,1.0,0.3693790149892934,0.6714086471408647,328.59135285913527,154,21.478382147838214,52,51,98.07692307692308,160,10.0,3.076923076923077,49,5,47,9.615384615384615,90.38461538461539,4.0,3.0,10.0,35.0,30.0,36.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_5,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,5,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1766,1444,4631,16,0.5501557632398754,0.9910213243546577,0.7075320512820513,0.7623045267489712,237.6954732510288,128,21.069958847736626,52,49,94.23076923076923,160,10.0,3.076923076923077,30,26,26,50.0,50.0,6.5,4.0,10.5,49.5,43.0,66.75
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_8,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,8,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,2982,5271,0,0.2716170004885198,1.0,0.4271993853246254,0.638676844783715,361.323155216285,115,13.934326911426147,52,52,100.0,116,19.5,2.230769230769231,51,1,51,1.9230769230769231,98.07692307692308,0.0,0.0,0.0,21.0,21.0,21.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_8,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,8,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2145,1949,5221,50,0.5239374694675134,0.9772209567198178,0.6821434250278263,0.7281729428172943,271.82705718270574,108,15.06276150627615,52,49,94.23076923076923,116,19.5,2.230769230769231,46,7,45,13.461538461538462,86.53846153846153,5.0,1.0,12.5,29.0,24.0,36.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_8,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,8,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,2979,1115,4960,311,0.7276502198339033,0.9054711246200607,0.8068797399783315,0.8164609053497942,183.53909465020575,83,13.662551440329219,52,44,84.61538461538461,116,19.5,2.230769230769231,28,28,24,53.84615384615385,46.15384615384615,8.5,6.75,12.5,48.5,40.0,66.25
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_8,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,8,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1949,5221,0,0.2614626752557787,1.0,0.41453890057074194,0.7281729428172943,271.82705718270574,108,15.06276150627615,52,49,94.23076923076923,116,19.5,2.230769230769231,46,7,45,13.461538461538462,86.53846153846153,5.0,1.0,12.5,29.0,24.0,36.0
lof__per_mode__quantile_0.950__ewma_alpha_0.80__persistence_8,lof,per_mode,quantile_0.950,quantile,0.95,alpha_0.80,0.8,8,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1754,1115,4960,28,0.6113628441965842,0.9842873176206509,0.7542463986239518,0.8164609053497942,183.53909465020575,83,13.662551440329219,52,44,84.61538461538461,116,19.5,2.230769230769231,28,28,24,53.84615384615385,46.15384615384615,8.5,6.75,12.5,48.5,40.0,66.25
lof__per_mode__quantile_0.975__ewma_off__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,off,,1,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,4374,3879,0,0.2026977761574918,1.0,0.3370718399515005,0.47001090512540894,529.989094874591,806,97.66145644008239,52,52,100.0,806,1.0,15.5,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_off__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,off,,1,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2182,3304,3866,13,0.3977397010572366,0.9940774487471526,0.568155188126546,0.5391910739191074,460.8089260808926,795,110.8786610878661,52,52,100.0,806,1.0,15.5,49,5,47,9.615384615384615,90.38461538461539,1.0,0.0,2.0,40.0,39.0,40.0
lof__per_mode__quantile_0.975__ewma_off__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,off,,1,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,3175,2311,3764,115,0.5787458986511119,0.9650455927051672,0.7235642661804923,0.6195884773662551,380.4115226337449,739,121.64609053497942,52,52,100.0,806,1.0,15.5,35,23,29,44.23076923076923,55.76923076923077,1.0,0.0,4.0,52.0,47.0,64.0
lof__per_mode__quantile_0.975__ewma_off__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,off,,1,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,3304,3866,0,0.1727591387080621,1.0,0.2946199829205807,0.5391910739191074,460.8089260808926,795,110.8786610878661,52,52,100.0,806,1.0,15.5,49,5,47,9.615384615384615,90.38461538461539,1.0,0.0,2.0,40.0,39.0,40.0
lof__per_mode__quantile_0.975__ewma_off__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,off,,1,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1776,2311,3764,6,0.4345485686322486,0.9966329966329966,0.6052138354063724,0.6195884773662551,380.4115226337449,739,121.64609053497942,52,52,100.0,806,1.0,15.5,35,23,29,44.23076923076923,55.76923076923077,1.0,0.0,4.0,52.0,47.0,64.0
lof__per_mode__quantile_0.975__ewma_off__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,off,,3,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,3224,5029,0,0.2564575645756458,1.0,0.40822320117474303,0.6093541742396704,390.64582576032956,222,26.899309342057435,52,52,100.0,222,5.0,4.269230769230769,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_off__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,off,,3,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2163,2173,4997,32,0.49884686346863466,0.9854214123006834,0.662379421221865,0.696931659693166,303.06834030683405,211,29.428172942817294,52,50,96.15384615384616,222,5.0,4.269230769230769,46,8,44,15.384615384615385,84.61538461538461,2.5,0.0,4.0,37.0,29.0,38.0
lof__per_mode__quantile_0.975__ewma_off__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,off,,3,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,3059,1277,4798,231,0.7054889298892989,0.9297872340425531,0.8022554419092578,0.7897942386831276,210.20576131687244,177,29.135802469135804,52,49,94.23076923076923,222,5.0,4.269230769230769,30,24,28,46.15384615384615,53.84615384615385,4.0,2.0,8.25,51.5,42.0,64.5
lof__per_mode__quantile_0.975__ewma_off__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,off,,3,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,2173,4997,0,0.24100593782745372,1.0,0.3884041654939488,0.696931659693166,303.06834030683405,211,29.428172942817294,52,50,96.15384615384616,222,5.0,4.269230769230769,46,8,44,15.384615384615385,84.61538461538461,2.5,0.0,4.0,37.0,29.0,38.0
lof__per_mode__quantile_0.975__ewma_off__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,off,,3,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1769,1277,4798,13,0.5807616546290216,0.9927048260381593,0.7328086164043082,0.7897942386831276,210.20576131687244,177,29.135802469135804,52,49,94.23076923076923,222,5.0,4.269230769230769,30,24,28,46.15384615384615,53.84615384615385,4.0,2.0,8.25,51.5,42.0,64.5
lof__per_mode__quantile_0.975__ewma_off__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,off,,5,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,2832,5421,0,0.281947261663286,1.0,0.439873417721519,0.6568520537986187,343.14794620138133,148,17.932872894704957,52,52,100.0,148,9.0,2.8461538461538463,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_off__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,off,,5,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2141,1803,5367,54,0.5428498985801217,0.9753986332574032,0.6975077374165174,0.7485355648535564,251.46443514644352,137,19.107391910739192,52,50,96.15384615384616,148,9.0,2.8461538461538463,45,9,43,17.307692307692307,82.6923076923077,4.0,2.0,6.0,30.0,27.0,36.0
lof__per_mode__quantile_0.975__ewma_off__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,off,,5,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,2975,969,5106,315,0.7543103448275862,0.9042553191489362,0.8225048382637545,0.8404938271604938,159.50617283950618,108,17.77777777777778,52,45,86.53846153846153,148,9.0,2.8461538461538463,27,27,25,51.92307692307692,48.07692307692308,6.0,4.0,14.0,52.0,41.5,68.5
lof__per_mode__quantile_0.975__ewma_off__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,off,,5,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1803,5367,0,0.2767749699157641,1.0,0.43355325164938735,0.7485355648535564,251.46443514644352,137,19.107391910739192,52,50,96.15384615384616,148,9.0,2.8461538461538463,45,9,43,17.307692307692307,82.6923076923077,4.0,2.0,6.0,30.0,27.0,36.0
lof__per_mode__quantile_0.975__ewma_off__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,off,,5,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1761,969,5106,21,0.6450549450549451,0.9882154882154882,0.7805851063829787,0.8404938271604938,159.50617283950618,108,17.77777777777778,52,45,86.53846153846153,148,9.0,2.8461538461538463,27,27,25,51.92307692307692,48.07692307692308,6.0,4.0,14.0,52.0,41.5,68.5
lof__per_mode__quantile_0.975__ewma_off__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,off,,8,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,2443,5810,0,0.3127988748241913,1.0,0.4765373901864153,0.7039864291772688,296.01357082273114,100,12.11680600993578,52,52,100.0,100,25.0,1.9230769230769231,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_off__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,off,,8,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2104,1451,5719,91,0.5918424753867791,0.9585421412300683,0.7318260869565217,0.797629009762901,202.37099023709902,87,12.133891213389122,52,46,88.46153846153847,100,25.0,1.9230769230769231,41,12,40,23.076923076923077,76.92307692307692,5.0,1.75,10.25,27.0,24.0,32.25
lof__per_mode__quantile_0.975__ewma_off__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,off,,8,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,2852,703,5372,438,0.8022503516174402,0.8668693009118541,0.833308984660336,0.8842798353909465,115.7201646090535,60,9.876543209876543,52,34,65.38461538461539,100,25.0,1.9230769230769231,19,33,19,63.46153846153846,36.53846153846154,8.0,3.0,17.0,50.0,37.0,67.0
lof__per_mode__quantile_0.975__ewma_off__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,off,,8,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1451,5719,0,0.3222793087342363,1.0,0.4874602613917344,0.797629009762901,202.37099023709902,87,12.133891213389122,52,46,88.46153846153847,100,25.0,1.9230769230769231,41,12,40,23.076923076923077,76.92307692307692,5.0,1.75,10.25,27.0,24.0,32.25
lof__per_mode__quantile_0.975__ewma_off__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,off,,8,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1747,703,5372,35,0.7130612244897959,0.9803591470258137,0.8256143667296786,0.8842798353909465,115.7201646090535,60,9.876543209876543,52,34,65.38461538461539,100,25.0,1.9230769230769231,19,33,19,63.46153846153846,36.53846153846154,8.0,3.0,17.0,50.0,37.0,67.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,1,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,2986,5267,0,0.27135187896534896,1.0,0.42687140115163147,0.6381921725433176,361.80782745668245,191,23.14309947897734,52,52,100.0,191,4.0,3.673076923076923,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,1,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2158,1940,5230,37,0.5265983406539776,0.9831435079726651,0.6858414110916892,0.7294281729428173,270.5718270571827,179,24.96513249651325,52,49,94.23076923076923,191,4.0,3.673076923076923,47,8,44,15.384615384615385,84.61538461538461,4.5,2.75,9.25,26.0,26.0,28.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,1,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,3010,1088,4987,280,0.7345046364080039,0.9148936170212766,0.8148348673524635,0.8209053497942387,179.09465020576133,138,22.71604938271605,52,43,82.6923076923077,191,4.0,3.673076923076923,27,30,22,57.69230769230769,42.30769230769231,8.5,2.25,13.0,48.5,38.75,68.75
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,1,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1940,5230,0,0.2623574144486692,1.0,0.41566265060240964,0.7294281729428173,270.5718270571827,179,24.96513249651325,52,49,94.23076923076923,191,4.0,3.673076923076923,47,8,44,15.384615384615385,84.61538461538461,4.5,2.75,9.25,26.0,26.0,28.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,1,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1768,1088,4987,14,0.6190476190476191,0.9921436588103255,0.7623975851660199,0.8209053497942387,179.09465020576133,138,22.71604938271605,52,43,82.6923076923077,191,4.0,3.673076923076923,27,30,22,57.69230769230769,42.30769230769231,8.5,2.25,13.0,48.5,38.75,68.75
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,3,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,2655,5598,0,0.2951951154765065,1.0,0.45583111293297807,0.678298800436205,321.701199563795,111,13.449654671028718,52,51,98.07692307692308,112,23.0,2.1538461538461537,51,1,51,1.9230769230769231,98.07692307692308,0.0,0.0,0.0,20.0,20.0,20.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,3,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2135,1632,5538,60,0.5667640031855588,0.9726651480637813,0.7162026165716202,0.7723849372384938,227.61506276150627,101,14.08647140864714,52,47,90.38461538461539,112,23.0,2.1538461538461537,44,10,42,19.23076923076923,80.76923076923077,5.5,1.75,7.75,24.0,23.25,34.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,3,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,2914,853,5222,376,0.7735598619591186,0.8857142857142857,0.82584667705824,0.8595884773662551,140.41152263374485,70,11.522633744855968,52,38,73.07692307692308,112,23.0,2.1538461538461537,23,32,20,61.53846153846154,38.46153846153846,10.5,3.75,17.25,46.0,36.75,66.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,3,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1632,5538,0,0.2971576227390181,1.0,0.4581673306772908,0.7723849372384938,227.61506276150627,101,14.08647140864714,52,47,90.38461538461539,112,23.0,2.1538461538461537,44,10,42,19.23076923076923,80.76923076923077,5.5,1.75,7.75,24.0,23.25,34.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,3,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1760,853,5222,22,0.6735553004209721,0.9876543209876543,0.800910125142207,0.8595884773662551,140.41152263374485,70,11.522633744855968,52,38,73.07692307692308,112,23.0,2.1538461538461537,23,32,20,61.53846153846154,38.46153846153846,10.5,3.75,17.25,46.0,36.75,66.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,5,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1110,2445,5808,2,0.31223628691983124,0.9982014388489209,0.4756803085493893,0.7037440930570702,296.25590694292987,89,10.783957348842845,52,51,98.07692307692308,90,33.5,1.7307692307692308,51,1,51,1.9230769230769231,98.07692307692308,2.0,2.0,2.0,18.0,18.0,18.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,5,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2112,1443,5727,83,0.5940928270042194,0.9621867881548974,0.7346086956521739,0.798744769874477,201.255230125523,77,10.739191073919107,52,47,90.38461538461539,90,33.5,1.7307692307692308,42,11,41,21.153846153846153,78.84615384615384,6.0,2.5,8.5,28.0,21.5,34.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,5,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,2833,722,5353,457,0.7969057665260197,0.8610942249240121,0.8277574872169466,0.8811522633744856,118.8477366255144,51,8.395061728395062,52,33,63.46153846153846,90,33.5,1.7307692307692308,21,33,19,63.46153846153846,36.53846153846154,12.0,6.0,20.0,44.0,35.0,63.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,5,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1443,5727,0,0.3234880450070324,1.0,0.48884165781083955,0.798744769874477,201.255230125523,77,10.739191073919107,52,47,90.38461538461539,90,33.5,1.7307692307692308,42,11,41,21.153846153846153,78.84615384615384,6.0,2.5,8.5,28.0,21.5,34.5
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_5,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,5,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1752,722,5353,30,0.7081649151172191,0.9831649831649831,0.8233082706766918,0.8811522633744856,118.8477366255144,51,8.395061728395062,52,33,63.46153846153846,90,33.5,1.7307692307692308,21,33,19,63.46153846153846,36.53846153846154,12.0,6.0,20.0,44.0,35.0,63.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,8,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1105,2195,6058,7,0.33484848484848484,0.9937050359712231,0.50090661831369,0.7340361080819096,265.9638919180904,72,8.724100327153762,52,51,98.07692307692308,74,42.0,1.4230769230769231,50,2,50,3.8461538461538463,96.15384615384616,3.5,2.75,4.25,17.0,16.0,18.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,8,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2072,1228,5942,123,0.6278787878787879,0.9439635535307517,0.7541401273885351,0.8287308228730823,171.26917712691773,59,8.228730822873082,52,41,78.84615384615384,74,42.0,1.4230769230769231,39,14,38,26.923076923076923,73.07692307692308,7.5,3.25,11.75,27.0,19.0,32.75
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,8,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,2718,582,5493,572,0.8236363636363636,0.8261398176291793,0.824886191198786,0.9041975308641975,95.80246913580247,36,5.925925925925926,52,27,51.92307692307692,74,42.0,1.4230769230769231,20,34,18,65.38461538461539,34.61538461538461,13.5,8.25,22.5,41.0,31.25,60.0
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,8,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,1228,5942,0,0.3597497393117831,1.0,0.5291411042944786,0.8287308228730823,171.26917712691773,59,8.228730822873082,52,41,78.84615384615384,74,42.0,1.4230769230769231,39,14,38,26.923076923076923,73.07692307692308,7.5,3.25,11.75,27.0,19.0,32.75
lof__per_mode__quantile_0.975__ewma_alpha_0.20__persistence_8,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.20,0.2,8,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1739,582,5493,43,0.7492460146488582,0.9758698092031426,0.847672434803802,0.9041975308641975,95.80246913580247,36,5.925925925925926,52,27,51.92307692307692,74,42.0,1.4230769230769231,20,34,18,65.38461538461539,34.61538461538461,13.5,8.25,22.5,41.0,31.25,60.0
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,1,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,3573,4680,0,0.23735325506937033,1.0,0.3836467138174918,0.5670665212649946,432.93347873500545,271,32.836544286925964,52,52,100.0,271,4.0,5.211538461538462,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,1,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2179,2506,4664,16,0.4651013874066169,0.9927107061503417,0.6334302325581396,0.6504881450488145,349.5118549511855,263,36.68061366806137,52,52,100.0,271,4.0,5.211538461538462,49,5,47,9.615384615384615,90.38461538461539,1.0,1.0,6.0,39.0,27.0,39.0
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,1,normalized_life_last_30pct_endpoint,True,9365,6075,3290,0,3128,1557,4518,162,0.6676627534685166,0.9507598784194529,0.7844514106583073,0.7437037037037038,256.2962962962963,228,37.53086419753087,52,52,100.0,271,4.0,5.211538461538462,32,24,28,46.15384615384615,53.84615384615385,5.0,2.0,7.0,49.0,43.75,65.0
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,1,normalized_life_last_20pct_full_window,False,7860,7170,690,1505,690,2506,4664,0,0.21589486858573217,1.0,0.35512094698919194,0.6504881450488145,349.5118549511855,263,36.68061366806137,52,52,100.0,271,4.0,5.211538461538462,49,5,47,9.615384615384615,90.38461538461539,1.0,1.0,6.0,39.0,27.0,39.0
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_1,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,1,normalized_life_last_30pct_full_window,False,7857,6075,1782,1508,1773,1557,4518,9,0.5324324324324324,0.9949494949494949,0.6936619718309859,0.7437037037037038,256.2962962962963,228,37.53086419753087,52,52,100.0,271,4.0,5.211538461538462,32,24,28,46.15384615384615,53.84615384615385,5.0,2.0,7.0,49.0,43.75,65.0
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,3,normalized_life_last_10pct_endpoint,True,9365,8253,1112,0,1112,3109,5144,0,0.2634446813551291,1.0,0.41702606412900806,0.6232885011510966,376.71149884890343,155,18.78104931540046,52,52,100.0,155,8.0,2.980769230769231,52,0,52,0.0,100.0,,,,,,
lof__per_mode__quantile_0.975__ewma_alpha_0.50__persistence_3,lof,per_mode,quantile_0.975,quantile,0.975,alpha_0.50,0.5,3,normalized_life_last_20pct_endpoint,True,9365,7170,2195,0,2163,2058,5112,32,0.5124378109452736,0.9854214123006834,0.6742518703241895,0.7129707112970711,287.02928870292885,144,20.0836820083682,52,49,94.23076923076923,155,8.0,2.980769230769231,45,9,43,17.307692307692307,82.6923076923077,3.0,0.0,4.0,29.0,29.0,37.0
